UserId,Experience,php,python,qa,js,level,qualification,age,Jobid
698,4,2,0,0,0,3,1,1,287
699,5,0,0,1,0,3,3,1,731
700,0,2,0,0,0,1,1,5,295
701,2,0,0,1,0,2,2,4,277
702,5,2,0,0,0,3,3,4,501
703,4,0,0,1,0,3,1,1,359
704,3,0,2,0,0,3,2,2,849
705,5,0,0,1,0,3,3,2,482
706,2,0,0,1,0,2,2,5,826
707,4,0,0,1,0,3,3,4,627
708,4,0,0,0,1,3,3,1,419
709,3,0,0,1,0,3,3,1,835
710,1,0,0,0,1,2,3,6,771
711,2,0,0,0,1,2,1,4,29
712,2,0,0,0,1,2,1,4,951
713,1,0,0,0,1,2,3,1,706
714,0,2,0,0,0,1,1,5,619
715,5,0,0,0,1,3,3,2,465
716,1,2,0,0,0,2,1,2,510
717,3,0,0,1,0,3,1,1,534
718,4,2,0,0,0,3,3,2,703
719,5,0,0,0,1,3,3,2,649
720,5,2,0,0,0,3,3,3,409
721,4,0,0,0,1,3,1,3,236
722,4,0,0,0,1,3,3,2,149
723,4,2,0,0,0,3,1,1,699
724,2,0,0,0,1,2,3,5,607
725,4,0,0,0,1,3,2,5,335
726,5,0,0,0,1,3,1,4,315
727,0,0,0,1,0,1,1,2,893
728,4,0,0,1,0,3,3,4,410
729,2,0,2,0,0,2,2,3,576
730,5,0,0,1,0,3,2,2,205
731,4,0,0,1,0,3,3,1,799
732,2,0,0,1,0,2,1,5,761
733,2,0,0,1,0,2,2,3,247
734,5,0,0,1,0,3,1,2,973
735,2,0,0,0,1,2,3,3,342
736,2,0,2,0,0,2,2,5,217
737,3,0,2,0,0,3,1,4,424
738,2,2,0,0,0,2,2,1,475
739,4,0,0,1,0,3,2,3,196
740,2,0,0,1,0,2,3,3,28
741,1,0,0,1,0,2,3,4,837
742,3,0,0,1,0,3,2,3,765
743,4,0,0,1,0,3,3,5,352
744,5,2,0,0,0,3,3,5,770
745,4,2,0,0,0,3,1,5,122
746,2,0,0,0,1,2,1,4,448
747,3,0,0,1,0,3,1,4,952
748,1,0,2,0,0,2,2,5,99
749,2,0,0,1,0,2,2,6,786
750,5,0,0,0,1,3,2,4,541
751,4,0,0,0,1,3,3,2,523
752,5,0,0,0,1,3,1,5,639
753,0,0,0,0,1,1,1,4,132
754,2,0,2,0,0,2,1,3,865
755,3,2,0,0,0,3,1,5,123
756,0,2,0,0,0,1,2,5,225
757,1,0,0,1,0,2,3,2,542
758,1,2,0,0,0,2,1,1,435
759,5,0,0,0,1,3,1,1,878
760,3,0,2,0,0,3,1,2,810
761,3,0,0,1,0,3,2,1,407
762,2,2,0,0,0,2,2,3,398
763,4,0,0,0,1,3,3,3,795
764,5,0,0,0,1,3,1,1,233
765,0,2,0,0,0,1,2,2,479
766,5,0,0,1,0,3,3,5,868
767,5,2,0,0,0,3,1,1,431
768,2,2,0,0,0,2,1,1,739
769,4,0,2,0,0,3,1,5,168
770,2,0,0,1,0,2,1,4,235
771,5,0,2,0,0,3,3,1,313
772,0,0,0,0,1,1,1,1,551
773,3,2,0,0,0,3,1,4,628
774,5,0,0,1,0,3,3,2,727
775,5,0,0,0,1,3,2,1,445
776,0,0,2,0,0,1,3,6,751
777,5,0,2,0,0,3,2,1,383
778,2,2,0,0,0,2,3,4,772
779,4,2,0,0,0,3,1,4,921
780,2,0,2,0,0,2,1,2,363
781,1,0,0,1,0,2,1,3,401
782,1,2,0,0,0,2,2,4,166
783,1,0,0,1,0,2,1,1,284
784,0,2,0,0,0,1,2,1,948
785,2,0,0,0,1,2,2,5,997
786,1,0,0,0,1,2,2,4,457
787,2,2,0,0,0,2,1,6,838
788,4,2,0,0,0,3,2,2,710
789,4,0,0,0,1,3,2,4,685
790,5,0,0,1,0,3,1,5,953
791,0,0,0,1,0,1,2,4,926
792,2,0,0,0,1,2,2,5,567
793,3,2,0,0,0,3,2,3,507
794,0,0,0,1,0,1,1,4,125
795,2,2,0,0,0,2,1,2,251
796,3,0,2,0,0,3,1,4,525
797,4,2,0,0,0,3,1,3,643
798,5,0,0,1,0,3,2,1,275
799,0,0,0,1,0,1,1,3,793
800,1,0,0,1,0,2,3,1,86
801,1,0,0,0,1,2,2,5,147
802,1,2,0,0,0,2,1,5,59
803,1,0,0,0,1,2,3,4,93
804,2,2,0,0,0,2,3,3,931
805,1,0,0,1,0,2,2,5,281
806,2,0,2,0,0,2,1,3,597
807,5,2,0,0,0,3,3,3,78
808,0,0,0,1,0,1,2,3,469
809,3,0,2,0,0,3,1,2,215
810,4,0,0,0,1,3,3,2,784
811,5,0,2,0,0,3,3,3,491
812,1,0,0,1,0,2,1,5,983
813,0,0,2,0,0,1,2,4,918
814,2,0,0,1,0,2,1,4,399
815,4,2,0,0,0,3,3,4,415
816,3,2,0,0,0,3,3,5,106
817,0,2,0,0,0,1,3,5,859
818,2,0,0,0,1,2,1,4,736
819,5,0,0,1,0,3,1,5,996
820,3,0,0,1,0,3,1,1,367
821,0,0,2,0,0,1,1,4,967
822,4,0,0,0,1,3,3,4,371
823,1,0,0,1,0,2,1,4,593
824,2,0,2,0,0,2,3,5,811
825,4,0,0,1,0,3,2,5,648
826,3,0,2,0,0,3,1,1,517
827,4,2,0,0,0,3,1,2,344
828,0,0,2,0,0,1,1,1,378
829,0,0,2,0,0,1,2,1,483
830,0,0,0,1,0,1,1,1,64
831,0,0,2,0,0,1,3,4,511
832,3,2,0,0,0,3,3,1,872
833,2,0,0,1,0,2,1,5,790
834,0,0,0,0,1,1,1,5,911
835,2,2,0,0,0,2,1,2,40
836,1,0,2,0,0,2,3,3,441
837,4,2,0,0,0,3,1,6,325
838,1,0,0,0,1,2,2,3,984
839,4,0,0,1,0,3,3,2,381
840,1,0,0,0,1,2,1,5,388
841,1,0,0,0,1,2,1,4,822
842,0,2,0,0,0,1,2,3,808
843,0,0,0,1,0,1,2,2,637
844,1,0,0,1,0,2,1,5,222
845,3,0,2,0,0,3,2,5,124
846,4,0,2,0,0,3,2,4,138
847,4,2,0,0,0,3,1,3,932
848,5,0,0,1,0,3,2,2,991
849,0,2,0,0,0,1,2,5,446
850,5,2,0,0,0,3,2,2,118
851,4,2,0,0,0,3,3,6,239
852,4,0,0,1,0,3,3,3,234
853,5,0,2,0,0,3,3,5,345
854,3,0,0,1,0,3,3,2,299
855,1,0,0,1,0,2,2,3,687
856,4,0,0,0,1,3,2,5,307
857,1,0,2,0,0,2,3,5,402
858,4,2,0,0,0,3,2,3,965
859,4,0,0,1,0,3,3,1,272
860,2,0,0,1,0,2,3,1,180
861,2,2,0,0,0,2,2,2,938
862,4,0,0,1,0,3,2,3,697
863,2,0,2,0,0,2,2,2,828
864,0,2,0,0,0,1,2,3,493
865,5,0,0,0,1,3,2,2,7
866,5,2,0,0,0,3,1,2,547
867,3,0,0,0,1,3,2,1,590
868,0,0,0,1,0,1,2,2,55
869,1,0,2,0,0,2,3,1,212
870,2,2,0,0,0,2,3,3,145
871,3,0,2,0,0,3,1,1,219
872,0,0,0,0,1,1,2,1,519
873,4,0,0,0,1,3,1,3,623
874,4,0,0,1,0,3,3,2,532
875,2,0,2,0,0,2,2,2,161
876,5,0,0,0,1,3,3,4,944
877,0,0,0,0,1,1,3,2,238
878,2,2,0,0,0,2,3,5,834
879,2,0,0,1,0,2,3,1,220
880,2,0,2,0,0,2,3,3,831
881,0,0,2,0,0,1,2,3,896
882,5,2,0,0,0,3,1,5,169
883,2,0,2,0,0,2,2,2,962
884,5,0,0,1,0,3,2,5,142
885,1,0,0,0,1,2,3,5,261
886,4,0,0,1,0,3,2,4,752
887,1,0,2,0,0,2,3,2,587
888,0,2,0,0,0,1,1,5,109
889,3,0,0,1,0,3,2,5,600
890,5,0,0,0,1,3,2,1,910
891,1,2,0,0,0,2,3,1,949
892,3,0,0,1,0,3,3,2,862
893,5,2,0,0,0,3,2,2,994
894,0,0,0,1,0,1,2,4,374
895,2,0,2,0,0,2,2,1,535
896,4,0,2,0,0,3,1,4,170
897,1,2,0,0,0,2,3,5,131
898,4,0,2,0,0,3,2,2,735
899,1,0,0,0,1,2,3,3,578
900,2,0,0,0,1,2,3,2,934
901,0,0,0,1,0,1,2,4,392
902,5,0,2,0,0,3,3,3,323
903,1,0,0,0,1,2,3,5,437
904,0,0,0,0,1,1,3,5,798
905,4,0,0,1,0,3,1,1,53
906,4,0,0,0,1,3,3,5,777
907,3,0,2,0,0,3,2,5,423
908,0,2,0,0,0,1,1,4,916
909,0,0,0,0,1,1,2,4,310
910,2,0,0,1,0,2,3,5,102
911,2,0,0,0,1,2,1,4,414
912,5,0,2,0,0,3,2,5,226
913,2,0,2,0,0,2,3,1,766
914,2,0,2,0,0,2,2,4,165
915,1,0,2,0,0,2,1,2,223
916,0,0,0,1,0,1,3,4,732
917,5,0,2,0,0,3,1,2,912
918,4,0,2,0,0,3,3,1,280
919,4,0,2,0,0,3,1,4,971
920,4,0,2,0,0,3,3,5,13
921,4,0,0,0,1,3,3,1,827
922,0,0,2,0,0,1,2,4,568
923,5,0,0,0,1,3,2,2,500
924,2,0,0,0,1,2,3,3,783
925,0,0,2,0,0,1,2,4,747
926,4,0,0,0,1,3,3,4,175
927,0,2,0,0,0,1,2,2,762
928,1,0,2,0,0,2,1,4,82
929,4,0,0,1,0,3,1,3,130
930,4,2,0,0,0,3,2,2,807
931,4,0,0,0,1,3,2,2,982
932,3,0,0,1,0,3,3,2,375
933,5,0,0,1,0,3,3,1,319
934,1,0,0,0,1,2,2,2,660
935,0,0,2,0,0,1,3,2,712
936,4,0,0,0,1,3,1,1,400
937,3,2,0,0,0,3,2,3,635
938,0,0,2,0,0,1,1,3,332
939,1,2,0,0,0,2,2,2,389
940,4,0,2,0,0,3,2,2,108
941,2,2,0,0,0,2,2,5,384
942,3,0,0,1,0,3,1,2,574
943,4,0,0,1,0,3,2,2,442
944,3,0,2,0,0,3,1,4,256
945,3,2,0,0,0,3,1,3,434
946,0,0,2,0,0,1,1,2,34
947,2,0,0,1,0,2,3,2,203
948,5,0,0,0,1,3,2,1,56
949,3,0,2,0,0,3,3,5,605
950,4,0,0,1,0,3,3,4,350
951,0,2,0,0,0,1,3,3,1000
952,3,0,0,1,0,3,2,1,895
953,3,0,2,0,0,3,1,4,140
954,5,0,0,0,1,3,2,4,296
955,5,2,0,0,0,3,3,3,413
956,4,0,0,0,1,3,1,2,875
957,5,0,0,0,1,3,2,6,329
958,2,0,2,0,0,2,2,2,702
959,5,0,0,1,0,3,1,5,289
960,4,2,0,0,0,3,1,5,898
961,2,2,0,0,0,2,1,4,260
962,0,2,0,0,0,1,3,2,610
963,3,0,0,0,1,3,1,1,207
964,5,0,0,1,0,3,3,5,850
965,1,0,2,0,0,2,3,5,781
966,2,0,0,0,1,2,1,5,190
967,1,0,0,0,1,2,2,4,870
968,2,2,0,0,0,2,1,1,489
969,0,0,0,0,1,1,3,3,681
970,1,0,2,0,0,2,2,5,243
971,1,0,0,0,1,2,3,2,48
972,1,2,0,0,0,2,2,2,963
973,0,0,0,0,1,1,2,5,266
974,5,0,2,0,0,3,2,1,377
975,4,0,0,0,1,3,1,1,630
976,4,0,0,1,0,3,3,1,653
977,4,2,0,0,0,3,1,1,244
978,4,0,2,0,0,3,2,1,23
979,3,0,2,0,0,3,3,3,494
980,5,0,0,0,1,3,2,4,365
981,4,0,2,0,0,3,1,2,721
982,2,0,0,0,1,2,1,1,715
983,5,2,0,0,0,3,1,5,356
984,3,0,2,0,0,3,2,2,764
985,4,2,0,0,0,3,3,5,358
986,1,0,0,0,1,2,2,1,326
987,5,0,2,0,0,3,1,5,678
988,1,2,0,0,0,2,1,2,526
989,4,0,0,0,1,3,2,3,858
990,3,0,0,0,1,3,1,5,861
991,4,2,0,0,0,3,3,3,530
992,1,2,0,0,0,2,3,5,206
993,2,0,2,0,0,2,1,1,94
994,4,0,2,0,0,3,3,1,316
995,3,0,0,0,1,3,3,4,650
996,5,2,0,0,0,3,3,3,557
997,5,0,2,0,0,3,2,4,759
998,5,2,0,0,0,3,3,5,480
999,1,0,0,1,0,2,2,1,473
1000,2,0,2,0,0,2,1,5,213
